NA	NA
60.020308	70.050682
60.1752	69.970889
60.372334	69.893444
60.517837	69.815998
60.569468	69.754981
60.517837	69.729165
60.414577	69.663454
60.283154	69.698656
60.151731	69.70335
60.062551	69.675188
NA	NA
59.888886	68.691864
60.128263	68.694211
60.447432	68.710639
60.592936	68.778697
60.771296	68.853796
60.804151	68.85849
60.846394	68.893692
60.87925	68.96175
60.912106	69.036849
60.959042	69.118988
60.855782	69.130722
60.869863	69.083786
60.757215	69.212862
60.691503	69.302041
60.592936	69.353672
60.461513	69.438158
60.339478	69.546112
60.330091	69.60713
60.428658	69.630598
60.602324	69.656413
60.691503	69.686922
60.79007	69.7409
60.804151	69.806611
60.902718	69.827732
61.146789	69.825386
61.320455	69.806611
61.451878	69.783143
61.541058	69.745593
61.728804	69.74794
61.925939	69.729165
62.104298	69.733859
62.268576	69.722125
62.489179	69.717431
62.766106	69.724472
62.930384	69.684575
63.118131	69.642332
63.273022	69.642332
63.52648	69.60713
63.789326	69.553153
63.958298	69.529684
64.122576	69.51795
64.352566	69.440505
64.563781	69.37714
64.704591	69.32551
64.962743	69.290307
NA	NA
49.842084	68.008935
50.0533	68.067606
50.208191	68.11689
50.330226	68.138011
50.428793	68.182601
50.635315	68.248312
50.823062	68.30933
50.945097	68.328105
50.954484	68.328105
51.001421	68.311677
51.254879	68.36096
51.452013	68.389122
51.686697	68.426672
51.63976	68.454834
51.907299	68.482996
52.137289	68.506464
52.268712	68.429019
52.357892	68.337492
52.456459	68.349226
52.61135	68.400857
52.644206	68.466568
52.634818	68.522892
52.578494	68.58391
52.414216	68.567482
52.620737	68.663702
52.822565	68.734107
52.953988	68.734107
52.855421	68.68013
52.930519	68.619112
53.076023	68.595644
53.296626	68.626153
53.282545	68.68013
53.216833	68.766963
53.273157	68.795125
53.428049	68.8139
53.40458	68.86553
53.568859	68.893692
53.803542	68.933588
53.944352	68.945322
54.066388	68.945322
54.19781	68.933588
54.28699	68.945322
54.385557	68.96175
54.451269	68.966444
54.51698	68.973484
NA	NA
49.896062	69.259798
50.018097	69.170619
50.093196	69.161231
50.093196	69.278573
50.182376	69.1847
50.313798	69.083786
50.280943	68.996953
50.2387	69.039196
50.158907	69.090826
NA	NA
58.806995	69.963849
58.764752	69.968543
NA	NA
60.064898	69.675188
59.867764	69.672841
59.637774	69.733859
59.689405	69.790183
59.515739	69.834773
59.327992	69.84416
59.163714	69.877016
59.008822	69.914565
59.093309	69.84416
59.2482	69.771408
59.205957	69.729165
59.041678	69.846507
58.886787	69.938034
58.806995	69.963849
NA	NA
54.51698	68.973484
54.629628	68.985219
54.596772	68.968791
54.498205	68.950016
54.37617	68.926548
54.221279	68.91716
54.057	68.921854
53.925578	68.91716
53.780074	68.881958
53.770686	68.8139
53.836398	68.818593
53.845785	68.874917
53.934965	68.853796
53.991289	68.823287
54.057	68.778697
54.024145	68.68013
53.977208	68.640234
53.902109	68.579216
53.902109	68.527586
54.000676	68.490036
54.010064	68.377388
54.000676	68.311677
54.19781	68.281168
54.343314	68.248312
54.418413	68.267087
54.563917	68.189642
54.718808	68.145052
54.883086	68.145052
54.925329	68.206069
54.93941	68.281168
54.948798	68.344533
55.023896	68.410244
55.178788	68.445447
55.314904	68.49473
55.455714	68.541667
55.666929	68.53932
55.873451	68.595644
56.094053	68.63554
56.248944	68.612072
56.403835	68.572176
56.582195	68.579216
56.746473	68.602684
57.0234	68.579216
57.131354	68.522892
57.366038	68.529933
57.497461	68.595644
57.596028	68.670743
57.72745	68.734107
57.99499	68.774003
58.037233	68.811553
58.178043	68.881958
58.445582	68.926548
58.722509	68.973484
58.896174	68.996953
59.083921	68.985219
59.051066	68.926548
59.196569	68.842062
59.370235	68.750535
59.459415	68.720026
59.313911	68.682477
59.196569	68.626153
59.116777	68.555748
59.116777	68.438406
59.313911	68.365654
59.557982	68.321064
59.778584	68.36096
59.9898	68.466568
59.966331	68.529933
59.877151	68.595644
